dateTime,level,logID,seconds,date,hour,min,sec,nnn
2018-10-08T00:40:00.000,asleep,19774997794,1620,2018-10-08,00,40,00,000
2018-10-08T01:07:00.000,restless,19774997794,60,2018-10-08,01,07,00,000
2018-10-08T01:08:00.000,asleep,19774997794,600,2018-10-08,01,08,00,000
2018-10-08T01:18:00.000,restless,19774997794,60,2018-10-08,01,18,00,000
2018-10-08T01:19:00.000,asleep,19774997794,7380,2018-10-08,01,19,00,000
2018-10-08T03:22:00.000,restless,19774997794,120,2018-10-08,03,22,00,000
2018-10-08T03:24:00.000,asleep,19774997794,1860,2018-10-08,03,24,00,000
2018-10-08T03:55:00.000,restless,19774997794,60,2018-10-08,03,55,00,000
2018-10-08T03:56:00.000,asleep,19774997794,1560,2018-10-08,03,56,00,000
2018-10-08T04:22:00.000,restless,19774997794,60,2018-10-08,04,22,00,000
2018-10-08T04:23:00.000,asleep,19774997794,1500,2018-10-08,04,23,00,000
2018-10-08T04:48:00.000,restless,19774997794,120,2018-10-08,04,48,00,000
2018-10-08T04:50:00.000,asleep,19774997794,60,2018-10-08,04,50,00,000
2018-10-08T04:51:00.000,restless,19774997794,60,2018-10-08,04,51,00,000
2018-10-08T04:52:00.000,asleep,19774997794,2700,2018-10-08,04,52,00,000
2018-10-08T05:37:00.000,restless,19774997794,60,2018-10-08,05,37,00,000
2018-10-08T05:38:00.000,asleep,19774997794,120,2018-10-08,05,38,00,000
2018-10-08T05:40:00.000,restless,19774997794,120,2018-10-08,05,40,00,000
2018-10-08T05:42:00.000,asleep,19774997794,60,2018-10-08,05,42,00,000
2018-10-08T05:43:00.000,restless,19774997794,60,2018-10-08,05,43,00,000
2018-10-08T05:44:00.000,asleep,19774997794,420,2018-10-08,05,44,00,000
2018-12-06T07:08:00.000,asleep,20400874410,1740,2018-12-06,07,08,00,000
2018-12-06T07:37:00.000,restless,20400874410,120,2018-12-06,07,37,00,000
2018-12-06T07:39:00.000,asleep,20400874410,900,2018-12-06,07,39,00,000
2018-12-06T07:54:00.000,restless,20400874410,180,2018-12-06,07,54,00,000
2018-12-06T07:57:00.000,asleep,20400874410,720,2018-12-06,07,57,00,000
2018-12-05T22:56:00.000,asleep,20400874409,480,2018-12-05,22,56,00,000
2018-12-05T23:04:00.000,restless,20400874409,60,2018-12-05,23,04,00,000
2018-12-05T23:05:00.000,asleep,20400874409,60,2018-12-05,23,05,00,000
2018-12-05T23:06:00.000,restless,20400874409,60,2018-12-05,23,06,00,000
2018-12-05T23:07:00.000,asleep,20400874409,1260,2018-12-05,23,07,00,000
2018-12-05T23:28:00.000,restless,20400874409,60,2018-12-05,23,28,00,000
2018-12-05T23:29:00.000,asleep,20400874409,5700,2018-12-05,23,29,00,000
2018-12-06T01:04:00.000,restless,20400874409,120,2018-12-06,01,04,00,000
2018-12-06T01:06:00.000,asleep,20400874409,120,2018-12-06,01,06,00,000
2018-12-06T01:08:00.000,restless,20400874409,60,2018-12-06,01,08,00,000
2018-12-06T01:09:00.000,asleep,20400874409,480,2018-12-06,01,09,00,000
2018-12-06T01:17:00.000,restless,20400874409,120,2018-12-06,01,17,00,000
2018-12-06T01:19:00.000,asleep,20400874409,120,2018-12-06,01,19,00,000
2018-12-06T01:21:00.000,restless,20400874409,120,2018-12-06,01,21,00,000
2018-12-06T01:23:00.000,asleep,20400874409,1500,2018-12-06,01,23,00,000
2018-12-06T01:48:00.000,restless,20400874409,60,2018-12-06,01,48,00,000
2018-12-06T01:49:00.000,asleep,20400874409,13500,2018-12-06,01,49,00,000
2018-12-06T05:34:00.000,restless,20400874409,60,2018-12-06,05,34,00,000
2018-12-06T05:35:00.000,asleep,20400874409,120,2018-12-06,05,35,00,000
2018-12-06T05:37:00.000,restless,20400874409,420,2018-12-06,05,37,00,000
2018-12-06T05:44:00.000,asleep,20400874409,360,2018-12-06,05,44,00,000
2018-12-06T05:50:00.000,restless,20400874409,240,2018-12-06,05,50,00,000
2018-12-06T05:54:00.000,awake,20400874409,360,2018-12-06,05,54,00,000
2018-12-03T22:46:00.000,asleep,20364241385,360,2018-12-03,22,46,00,000
2018-12-03T22:52:00.000,restless,20364241385,60,2018-12-03,22,52,00,000
2018-12-03T22:53:00.000,asleep,20364241385,180,2018-12-03,22,53,00,000
2018-12-03T22:56:00.000,restless,20364241385,60,2018-12-03,22,56,00,000
2018-12-03T22:57:00.000,asleep,20364241385,8160,2018-12-03,22,57,00,000
2018-12-04T01:13:00.000,restless,20364241385,60,2018-12-04,01,13,00,000
2018-12-04T01:14:00.000,asleep,20364241385,1620,2018-12-04,01,14,00,000
2018-12-04T01:41:00.000,restless,20364241385,60,2018-12-04,01,41,00,000
2018-12-04T01:42:00.000,asleep,20364241385,3240,2018-12-04,01,42,00,000
2018-12-04T02:36:00.000,restless,20364241385,60,2018-12-04,02,36,00,000
2018-12-04T02:37:00.000,asleep,20364241385,3540,2018-12-04,02,37,00,000
2018-12-04T03:36:00.000,restless,20364241385,180,2018-12-04,03,36,00,000
2018-12-04T03:39:00.000,asleep,20364241385,6660,2018-12-04,03,39,00,000
2018-12-01T23:19:30.000,awake,20364241384,180,2018-12-01,23,19,30,000
2018-12-01T23:22:30.000,restless,20364241384,60,2018-12-01,23,22,30,000
2018-12-01T23:23:30.000,asleep,20364241384,60,2018-12-01,23,23,30,000
2018-12-01T23:24:30.000,restless,20364241384,120,2018-12-01,23,24,30,000
2018-12-01T23:26:30.000,asleep,20364241384,7980,2018-12-01,23,26,30,000
2018-12-02T01:39:30.000,restless,20364241384,60,2018-12-02,01,39,30,000
2018-12-02T01:40:30.000,asleep,20364241384,20820,2018-12-02,01,40,30,000
2018-11-30T00:23:00.000,awake,20338261093,60,2018-11-30,00,23,00,000
2018-11-30T00:24:00.000,restless,20338261093,60,2018-11-30,00,24,00,000
2018-11-30T00:25:00.000,asleep,20338261093,420,2018-11-30,00,25,00,000
2018-11-30T00:32:00.000,restless,20338261093,60,2018-11-30,00,32,00,000
2018-11-30T00:33:00.000,asleep,20338261093,5100,2018-11-30,00,33,00,000
2018-11-30T01:58:00.000,restless,20338261093,120,2018-11-30,01,58,00,000
2018-11-30T02:00:00.000,asleep,20338261093,2100,2018-11-30,02,00,00,000
2018-11-30T02:35:00.000,restless,20338261093,60,2018-11-30,02,35,00,000
2018-11-30T02:36:00.000,asleep,20338261093,14280,2018-11-30,02,36,00,000
2018-11-30T06:34:00.000,restless,20338261093,60,2018-11-30,06,34,00,000
2018-11-30T06:35:00.000,asleep,20338261093,2220,2018-11-30,06,35,00,000
2018-11-30T07:12:00.000,restless,20338261093,360,2018-11-30,07,12,00,000
2018-11-30T07:18:00.000,asleep,20338261093,60,2018-11-30,07,18,00,000
2018-11-30T07:19:00.000,restless,20338261093,60,2018-11-30,07,19,00,000
2018-11-30T07:20:00.000,asleep,20338261093,480,2018-11-30,07,20,00,000
2018-11-30T07:28:00.000,restless,20338261093,60,2018-11-30,07,28,00,000
2018-11-28T23:06:30.000,asleep,20315781028,480,2018-11-28,23,06,30,000
2018-11-28T23:14:30.000,restless,20315781028,240,2018-11-28,23,14,30,000
2018-11-28T23:18:30.000,asleep,20315781028,2100,2018-11-28,23,18,30,000
2018-11-28T23:53:30.000,restless,20315781028,240,2018-11-28,23,53,30,000
2018-11-28T23:57:30.000,awake,20315781028,60,2018-11-28,23,57,30,000
2018-11-28T23:58:30.000,asleep,20315781028,600,2018-11-28,23,58,30,000
2018-11-29T00:08:30.000,restless,20315781028,120,2018-11-29,00,08,30,000
2018-11-29T00:10:30.000,asleep,20315781028,3360,2018-11-29,00,10,30,000
2018-11-29T01:06:30.000,restless,20315781028,180,2018-11-29,01,06,30,000
2018-11-29T01:09:30.000,asleep,20315781028,12660,2018-11-29,01,09,30,000
2018-11-29T04:40:30.000,restless,20315781028,60,2018-11-29,04,40,30,000
2018-11-29T04:41:30.000,asleep,20315781028,4680,2018-11-29,04,41,30,000
2018-11-29T05:59:30.000,restless,20315781028,60,2018-11-29,05,59,30,000
2018-11-29T06:00:30.000,asleep,20315781028,1980,2018-11-29,06,00,30,000
2018-11-29T06:33:30.000,restless,20315781028,60,2018-11-29,06,33,30,000
2018-11-29T06:34:30.000,asleep,20315781028,300,2018-11-29,06,34,30,000
2018-11-29T06:39:30.000,restless,20315781028,120,2018-11-29,06,39,30,000
2018-11-27T23:28:30.000,asleep,20300264690,420,2018-11-27,23,28,30,000
2018-11-27T23:35:30.000,restless,20300264690,60,2018-11-27,23,35,30,000
2018-11-27T23:36:30.000,asleep,20300264690,2220,2018-11-27,23,36,30,000
2018-11-28T00:13:30.000,restless,20300264690,60,2018-11-28,00,13,30,000
2018-11-28T00:14:30.000,asleep,20300264690,4800,2018-11-28,00,14,30,000
2018-11-28T01:34:30.000,restless,20300264690,180,2018-11-28,01,34,30,000
2018-11-28T01:37:30.000,asleep,20300264690,60,2018-11-28,01,37,30,000
2018-11-28T01:38:30.000,restless,20300264690,60,2018-11-28,01,38,30,000
2018-11-28T01:39:30.000,asleep,20300264690,6360,2018-11-28,01,39,30,000
2018-11-28T03:25:30.000,restless,20300264690,60,2018-11-28,03,25,30,000
2018-11-28T03:26:30.000,asleep,20300264690,12180,2018-11-28,03,26,30,000
2018-11-26T23:42:30.000,asleep,20289184017,540,2018-11-26,23,42,30,000
2018-11-26T23:51:30.000,restless,20289184017,240,2018-11-26,23,51,30,000
2018-11-26T23:55:30.000,asleep,20289184017,120,2018-11-26,23,55,30,000
2018-11-26T23:57:30.000,restless,20289184017,60,2018-11-26,23,57,30,000
2018-11-26T23:58:30.000,asleep,20289184017,1740,2018-11-26,23,58,30,000
2018-11-27T00:27:30.000,restless,20289184017,60,2018-11-27,00,27,30,000
2018-11-27T00:28:30.000,asleep,20289184017,3000,2018-11-27,00,28,30,000
2018-11-27T01:18:30.000,restless,20289184017,60,2018-11-27,01,18,30,000
2018-11-27T01:19:30.000,asleep,20289184017,16140,2018-11-27,01,19,30,000
2018-11-27T05:48:30.000,restless,20289184017,60,2018-11-27,05,48,30,000
2018-11-27T05:49:30.000,asleep,20289184017,4200,2018-11-27,05,49,30,000
2018-11-24T11:16:30.000,awake,20279518080,120,2018-11-24,11,16,30,000
2018-11-24T11:18:30.000,restless,20279518080,60,2018-11-24,11,18,30,000
2018-11-24T11:19:30.000,asleep,20279518080,4740,2018-11-24,11,19,30,000
2018-11-21T21:33:30.000,asleep,20279518079,360,2018-11-21,21,33,30,000
2018-11-21T21:39:30.000,restless,20279518079,180,2018-11-21,21,39,30,000
2018-11-21T21:42:30.000,asleep,20279518079,60,2018-11-21,21,42,30,000
2018-11-21T21:43:30.000,restless,20279518079,180,2018-11-21,21,43,30,000
2018-11-21T21:46:30.000,asleep,20279518079,1260,2018-11-21,21,46,30,000
2018-11-21T22:07:30.000,restless,20279518079,60,2018-11-21,22,07,30,000
2018-11-21T22:08:30.000,asleep,20279518079,1560,2018-11-21,22,08,30,000
2018-11-21T22:34:30.000,restless,20279518079,60,2018-11-21,22,34,30,000
2018-11-21T22:35:30.000,asleep,20279518079,3120,2018-11-21,22,35,30,000
2018-11-21T23:27:30.000,restless,20279518079,180,2018-11-21,23,27,30,000
2018-11-21T23:30:30.000,asleep,20279518079,60,2018-11-21,23,30,30,000
2018-11-21T23:31:30.000,restless,20279518079,60,2018-11-21,23,31,30,000
2018-11-21T23:32:30.000,asleep,20279518079,2400,2018-11-21,23,32,30,000
2018-11-22T00:12:30.000,restless,20279518079,60,2018-11-22,00,12,30,000
2018-11-22T00:13:30.000,asleep,20279518079,3720,2018-11-22,00,13,30,000
2018-11-22T01:15:30.000,restless,20279518079,60,2018-11-22,01,15,30,000
2018-11-22T01:16:30.000,asleep,20279518079,8040,2018-11-22,01,16,30,000
2018-11-22T03:30:30.000,restless,20279518079,60,2018-11-22,03,30,30,000
2018-11-22T03:31:30.000,asleep,20279518079,420,2018-11-22,03,31,30,000
2018-11-22T03:38:30.000,restless,20279518079,120,2018-11-22,03,38,30,000
2018-11-22T03:40:30.000,asleep,20279518079,120,2018-11-22,03,40,30,000
2018-11-22T03:42:30.000,restless,20279518079,120,2018-11-22,03,42,30,000
2018-11-22T03:44:30.000,asleep,20279518079,1380,2018-11-22,03,44,30,000
2018-11-22T04:07:30.000,restless,20279518079,60,2018-11-22,04,07,30,000
2018-11-22T04:08:30.000,asleep,20279518079,2580,2018-11-22,04,08,30,000
2018-11-22T04:51:30.000,restless,20279518079,180,2018-11-22,04,51,30,000
2018-11-22T04:54:30.000,asleep,20279518079,60,2018-11-22,04,54,30,000
2018-11-22T04:55:30.000,restless,20279518079,60,2018-11-22,04,55,30,000
2018-11-22T04:56:30.000,asleep,20279518079,660,2018-11-22,04,56,30,000
2018-11-22T05:07:30.000,restless,20279518079,60,2018-11-22,05,07,30,000
2018-11-22T05:08:30.000,asleep,20279518079,540,2018-11-22,05,08,30,000
2018-11-22T05:17:30.000,restless,20279518079,60,2018-11-22,05,17,30,000
2018-11-22T05:18:30.000,asleep,20279518079,360,2018-11-22,05,18,30,000
2018-11-22T05:24:30.000,restless,20279518079,60,2018-11-22,05,24,30,000
2018-11-22T05:25:30.000,asleep,20279518079,480,2018-11-22,05,25,30,000
2018-11-22T05:33:30.000,restless,20279518079,60,2018-11-22,05,33,30,000
2018-11-22T05:34:30.000,asleep,20279518079,5460,2018-11-22,05,34,30,000
2018-11-22T07:05:30.000,restless,20279518079,60,2018-11-22,07,05,30,000
2018-11-22T07:06:30.000,asleep,20279518079,120,2018-11-22,07,06,30,000
2018-11-22T07:08:30.000,restless,20279518079,120,2018-11-22,07,08,30,000
2018-11-22T07:10:30.000,asleep,20279518079,780,2018-11-22,07,10,30,000
2018-11-21T00:45:30.000,awake,20279518078,60,2018-11-21,00,45,30,000
2018-11-21T00:46:30.000,restless,20279518078,60,2018-11-21,00,46,30,000
2018-11-21T00:47:30.000,asleep,20279518078,300,2018-11-21,00,47,30,000
2018-11-21T00:52:30.000,restless,20279518078,60,2018-11-21,00,52,30,000
2018-11-21T00:53:30.000,asleep,20279518078,1680,2018-11-21,00,53,30,000
2018-11-21T01:21:30.000,restless,20279518078,120,2018-11-21,01,21,30,000
2018-11-21T01:23:30.000,asleep,20279518078,60,2018-11-21,01,23,30,000
2018-11-21T01:24:30.000,restless,20279518078,60,2018-11-21,01,24,30,000
2018-11-21T01:25:30.000,awake,20279518078,180,2018-11-21,01,25,30,000
2018-11-21T01:28:30.000,restless,20279518078,120,2018-11-21,01,28,30,000
2018-11-21T01:30:30.000,asleep,20279518078,600,2018-11-21,01,30,30,000
2018-11-21T01:40:30.000,restless,20279518078,60,2018-11-21,01,40,30,000
2018-11-21T01:41:30.000,asleep,20279518078,9420,2018-11-21,01,41,30,000
2018-11-21T04:18:30.000,restless,20279518078,60,2018-11-21,04,18,30,000
2018-11-21T04:19:30.000,asleep,20279518078,2040,2018-11-21,04,19,30,000
2018-11-21T04:53:30.000,restless,20279518078,60,2018-11-21,04,53,30,000
2018-11-21T04:54:30.000,asleep,20279518078,3660,2018-11-21,04,54,30,000
2018-11-21T05:55:30.000,restless,20279518078,120,2018-11-21,05,55,30,000
2018-11-21T05:57:30.000,asleep,20279518078,4560,2018-11-21,05,57,30,000
2018-11-21T07:13:30.000,restless,20279518078,60,2018-11-21,07,13,30,000
2018-11-21T07:14:30.000,asleep,20279518078,60,2018-11-21,07,14,30,000
2018-11-21T07:15:30.000,restless,20279518078,120,2018-11-21,07,15,30,000
2018-11-16T00:15:30.000,asleep,20177723333,180,2018-11-16,00,15,30,000
2018-11-16T00:18:30.000,restless,20177723333,180,2018-11-16,00,18,30,000
2018-11-16T00:21:30.000,awake,20177723333,180,2018-11-16,00,21,30,000
2018-11-16T00:24:30.000,restless,20177723333,120,2018-11-16,00,24,30,000
2018-11-16T00:26:30.000,asleep,20177723333,60,2018-11-16,00,26,30,000
2018-11-16T00:27:30.000,restless,20177723333,60,2018-11-16,00,27,30,000
2018-11-16T00:28:30.000,asleep,20177723333,3000,2018-11-16,00,28,30,000
2018-11-16T01:18:30.000,restless,20177723333,60,2018-11-16,01,18,30,000
2018-11-16T01:19:30.000,asleep,20177723333,6120,2018-11-16,01,19,30,000
2018-11-16T03:01:30.000,restless,20177723333,60,2018-11-16,03,01,30,000
2018-11-16T03:02:30.000,asleep,20177723333,2400,2018-11-16,03,02,30,000
2018-11-16T03:42:30.000,restless,20177723333,60,2018-11-16,03,42,30,000
2018-11-16T03:43:30.000,asleep,20177723333,2100,2018-11-16,03,43,30,000
2018-11-16T04:18:30.000,restless,20177723333,60,2018-11-16,04,18,30,000
2018-11-16T04:19:30.000,asleep,20177723333,6240,2018-11-16,04,19,30,000
2018-11-16T06:03:30.000,restless,20177723333,60,2018-11-16,06,03,30,000
2018-11-16T06:04:30.000,asleep,20177723333,120,2018-11-16,06,04,30,000
2018-11-16T06:06:30.000,restless,20177723333,60,2018-11-16,06,06,30,000
2018-11-16T06:07:30.000,asleep,20177723333,3360,2018-11-16,06,07,30,000
2018-11-16T07:03:30.000,restless,20177723333,60,2018-11-16,07,03,30,000
2018-11-16T07:04:30.000,asleep,20177723333,960,2018-11-16,07,04,30,000
2018-11-16T07:20:30.000,restless,20177723333,60,2018-11-16,07,20,30,000
2018-11-16T07:21:30.000,asleep,20177723333,120,2018-11-16,07,21,30,000
2018-11-16T07:23:30.000,restless,20177723333,120,2018-11-16,07,23,30,000
2018-11-16T07:25:30.000,asleep,20177723333,60,2018-11-16,07,25,30,000
2018-11-16T07:26:30.000,restless,20177723333,60,2018-11-16,07,26,30,000
2018-11-16T07:27:30.000,asleep,20177723333,60,2018-11-16,07,27,30,000
2018-11-16T07:28:30.000,restless,20177723333,60,2018-11-16,07,28,30,000
2018-11-16T07:29:30.000,asleep,20177723333,60,2018-11-16,07,29,30,000
2018-11-16T07:30:30.000,restless,20177723333,120,2018-11-16,07,30,30,000
2018-11-16T07:32:30.000,asleep,20177723333,60,2018-11-16,07,32,30,000
2018-11-16T07:33:30.000,restless,20177723333,60,2018-11-16,07,33,30,000
2018-11-16T07:34:30.000,asleep,20177723333,60,2018-11-16,07,34,30,000
2018-11-16T07:35:30.000,restless,20177723333,60,2018-11-16,07,35,30,000
2018-11-16T07:36:30.000,asleep,20177723333,60,2018-11-16,07,36,30,000
2018-11-16T07:37:30.000,restless,20177723333,60,2018-11-16,07,37,30,000
2018-11-16T07:38:30.000,asleep,20177723333,60,2018-11-16,07,38,30,000
2018-11-16T07:39:30.000,restless,20177723333,120,2018-11-16,07,39,30,000
2018-11-16T07:41:30.000,asleep,20177723333,120,2018-11-16,07,41,30,000
2018-11-14T23:42:00.000,asleep,20164849551,360,2018-11-14,23,42,00,000
2018-11-14T23:48:00.000,restless,20164849551,60,2018-11-14,23,48,00,000
2018-11-14T23:49:00.000,asleep,20164849551,60,2018-11-14,23,49,00,000
2018-11-14T23:50:00.000,restless,20164849551,300,2018-11-14,23,50,00,000
2018-11-14T23:55:00.000,asleep,20164849551,60,2018-11-14,23,55,00,000
2018-11-14T23:56:00.000,restless,20164849551,60,2018-11-14,23,56,00,000
2018-11-14T23:57:00.000,asleep,20164849551,4800,2018-11-14,23,57,00,000
2018-11-15T01:17:00.000,restless,20164849551,60,2018-11-15,01,17,00,000
2018-11-15T01:18:00.000,asleep,20164849551,2580,2018-11-15,01,18,00,000
2018-11-15T02:01:00.000,restless,20164849551,180,2018-11-15,02,01,00,000
2018-11-15T02:04:00.000,asleep,20164849551,60,2018-11-15,02,04,00,000
2018-11-15T02:05:00.000,restless,20164849551,60,2018-11-15,02,05,00,000
2018-11-15T02:06:00.000,asleep,20164849551,60,2018-11-15,02,06,00,000
2018-11-15T02:07:00.000,restless,20164849551,60,2018-11-15,02,07,00,000
2018-11-15T02:08:00.000,asleep,20164849551,8640,2018-11-15,02,08,00,000
2018-11-15T04:32:00.000,restless,20164849551,60,2018-11-15,04,32,00,000
2018-11-15T04:33:00.000,asleep,20164849551,5100,2018-11-15,04,33,00,000
2018-11-15T05:58:00.000,restless,20164849551,180,2018-11-15,05,58,00,000
2018-11-15T06:01:00.000,asleep,20164849551,60,2018-11-15,06,01,00,000
2018-11-13T23:40:00.000,restless,20156487316,180,2018-11-13,23,40,00,000
2018-11-13T23:43:00.000,awake,20156487316,300,2018-11-13,23,43,00,000
2018-11-13T23:48:00.000,restless,20156487316,60,2018-11-13,23,48,00,000
2018-11-13T23:49:00.000,asleep,20156487316,300,2018-11-13,23,49,00,000
2018-11-13T23:54:00.000,restless,20156487316,180,2018-11-13,23,54,00,000
2018-11-13T23:57:00.000,asleep,20156487316,120,2018-11-13,23,57,00,000
2018-11-13T23:59:00.000,restless,20156487316,120,2018-11-13,23,59,00,000
2018-11-14T00:01:00.000,asleep,20156487316,120,2018-11-14,00,01,00,000
2018-11-14T00:03:00.000,restless,20156487316,120,2018-11-14,00,03,00,000
2018-11-14T00:05:00.000,asleep,20156487316,2640,2018-11-14,00,05,00,000
2018-11-14T00:49:00.000,restless,20156487316,60,2018-11-14,00,49,00,000
2018-11-14T00:50:00.000,asleep,20156487316,180,2018-11-14,00,50,00,000
2018-11-14T00:53:00.000,restless,20156487316,60,2018-11-14,00,53,00,000
2018-11-14T00:54:00.000,asleep,20156487316,60,2018-11-14,00,54,00,000
2018-11-14T00:55:00.000,restless,20156487316,60,2018-11-14,00,55,00,000
2018-11-14T00:56:00.000,asleep,20156487316,2520,2018-11-14,00,56,00,000
2018-11-14T01:38:00.000,restless,20156487316,60,2018-11-14,01,38,00,000
2018-11-14T01:39:00.000,asleep,20156487316,5520,2018-11-14,01,39,00,000
2018-11-14T03:11:00.000,restless,20156487316,60,2018-11-14,03,11,00,000
2018-11-14T03:12:00.000,asleep,20156487316,13680,2018-11-14,03,12,00,000
2018-11-14T07:00:00.000,restless,20156487316,60,2018-11-14,07,00,00,000
2018-11-14T07:01:00.000,asleep,20156487316,120,2018-11-14,07,01,00,000
2018-11-14T07:03:00.000,restless,20156487316,240,2018-11-14,07,03,00,000
2018-11-14T07:07:00.000,asleep,20156487316,60,2018-11-14,07,07,00,000
2018-11-12T22:44:30.000,asleep,20144243566,720,2018-11-12,22,44,30,000
2018-11-12T22:56:30.000,restless,20144243566,60,2018-11-12,22,56,30,000
2018-11-12T22:57:30.000,asleep,20144243566,5400,2018-11-12,22,57,30,000
2018-11-13T00:27:30.000,restless,20144243566,60,2018-11-13,00,27,30,000
2018-11-13T00:28:30.000,asleep,20144243566,3360,2018-11-13,00,28,30,000
2018-11-13T01:24:30.000,restless,20144243566,60,2018-11-13,01,24,30,000
2018-11-13T01:25:30.000,asleep,20144243566,4500,2018-11-13,01,25,30,000
2018-11-13T02:40:30.000,restless,20144243566,60,2018-11-13,02,40,30,000
2018-11-13T02:41:30.000,asleep,20144243566,10320,2018-11-13,02,41,30,000
2018-11-13T05:33:30.000,restless,20144243566,60,2018-11-13,05,33,30,000
2018-11-13T05:34:30.000,asleep,20144243566,1260,2018-11-13,05,34,30,000
2018-11-13T05:55:30.000,restless,20144243566,480,2018-11-13,05,55,30,000
2018-11-10T23:26:00.000,awake,20123839128,120,2018-11-10,23,26,00,000
2018-11-10T23:28:00.000,restless,20123839128,60,2018-11-10,23,28,00,000
2018-11-10T23:29:00.000,asleep,20123839128,1020,2018-11-10,23,29,00,000
2018-11-10T23:46:00.000,restless,20123839128,60,2018-11-10,23,46,00,000
2018-11-10T23:47:00.000,asleep,20123839128,120,2018-11-10,23,47,00,000
2018-11-10T23:49:00.000,restless,20123839128,60,2018-11-10,23,49,00,000
2018-11-10T23:50:00.000,awake,20123839128,60,2018-11-10,23,50,00,000
2018-11-10T23:51:00.000,asleep,20123839128,3360,2018-11-10,23,51,00,000
2018-11-11T00:47:00.000,restless,20123839128,60,2018-11-11,00,47,00,000
2018-11-11T00:48:00.000,asleep,20123839128,840,2018-11-11,00,48,00,000
2018-11-11T01:02:00.000,restless,20123839128,60,2018-11-11,01,02,00,000
2018-11-11T01:03:00.000,asleep,20123839128,4620,2018-11-11,01,03,00,000
2018-11-11T02:20:00.000,restless,20123839128,60,2018-11-11,02,20,00,000
2018-11-11T02:21:00.000,asleep,20123839128,1500,2018-11-11,02,21,00,000
2018-11-11T02:46:00.000,restless,20123839128,60,2018-11-11,02,46,00,000
2018-11-11T02:47:00.000,asleep,20123839128,1440,2018-11-11,02,47,00,000
2018-11-11T03:11:00.000,restless,20123839128,120,2018-11-11,03,11,00,000
2018-11-11T03:13:00.000,asleep,20123839128,1620,2018-11-11,03,13,00,000
2018-11-11T03:40:00.000,restless,20123839128,60,2018-11-11,03,40,00,000
2018-11-11T03:41:00.000,asleep,20123839128,7320,2018-11-11,03,41,00,000
2018-11-11T05:43:00.000,restless,20123839128,360,2018-11-11,05,43,00,000
2018-11-11T05:49:00.000,awake,20123839128,60,2018-11-11,05,49,00,000
2018-11-11T05:50:00.000,restless,20123839128,60,2018-11-11,05,50,00,000
2018-11-11T05:51:00.000,awake,20123839128,180,2018-11-11,05,51,00,000
2018-11-11T05:54:00.000,restless,20123839128,180,2018-11-11,05,54,00,000
2018-11-11T05:57:00.000,asleep,20123839128,120,2018-11-11,05,57,00,000
2018-11-11T05:59:00.000,restless,20123839128,60,2018-11-11,05,59,00,000
2018-11-11T06:00:00.000,asleep,20123839128,240,2018-11-11,06,00,00,000
2018-11-11T06:04:00.000,restless,20123839128,60,2018-11-11,06,04,00,000
2018-11-11T06:05:00.000,asleep,20123839128,1260,2018-11-11,06,05,00,000
2018-11-11T06:26:00.000,restless,20123839128,420,2018-11-11,06,26,00,000
2018-11-11T06:33:00.000,awake,20123839128,60,2018-11-11,06,33,00,000
2018-11-11T06:34:00.000,restless,20123839128,240,2018-11-11,06,34,00,000
2018-11-11T06:38:00.000,asleep,20123839128,300,2018-11-11,06,38,00,000
2018-11-11T06:43:00.000,restless,20123839128,60,2018-11-11,06,43,00,000
2018-11-11T06:44:00.000,asleep,20123839128,720,2018-11-11,06,44,00,000
2018-11-11T06:56:00.000,restless,20123839128,60,2018-11-11,06,56,00,000
2018-11-11T06:57:00.000,asleep,20123839128,2880,2018-11-11,06,57,00,000
2018-11-08T00:31:30.000,asleep,20097808075,360,2018-11-08,00,31,30,000
2018-11-08T00:37:30.000,restless,20097808075,60,2018-11-08,00,37,30,000
2018-11-08T00:38:30.000,asleep,20097808075,180,2018-11-08,00,38,30,000
2018-11-08T00:41:30.000,restless,20097808075,60,2018-11-08,00,41,30,000
2018-11-08T00:42:30.000,asleep,20097808075,1920,2018-11-08,00,42,30,000
2018-11-08T01:14:30.000,restless,20097808075,60,2018-11-08,01,14,30,000
2018-11-08T01:15:30.000,asleep,20097808075,1980,2018-11-08,01,15,30,000
2018-11-08T01:48:30.000,restless,20097808075,60,2018-11-08,01,48,30,000
2018-11-08T01:49:30.000,asleep,20097808075,1920,2018-11-08,01,49,30,000
2018-11-08T02:21:30.000,restless,20097808075,60,2018-11-08,02,21,30,000
2018-11-08T02:22:30.000,asleep,20097808075,1260,2018-11-08,02,22,30,000
2018-11-08T02:43:30.000,restless,20097808075,60,2018-11-08,02,43,30,000
2018-11-08T02:44:30.000,asleep,20097808075,420,2018-11-08,02,44,30,000
2018-11-08T02:51:30.000,restless,20097808075,60,2018-11-08,02,51,30,000
2018-11-08T02:52:30.000,asleep,20097808075,5280,2018-11-08,02,52,30,000
2018-11-08T04:20:30.000,restless,20097808075,120,2018-11-08,04,20,30,000
2018-11-08T04:22:30.000,asleep,20097808075,5880,2018-11-08,04,22,30,000
2018-11-06T23:20:30.000,asleep,20083128052,240,2018-11-06,23,20,30,000
2018-11-06T23:24:30.000,restless,20083128052,60,2018-11-06,23,24,30,000
2018-11-06T23:25:30.000,asleep,20083128052,2220,2018-11-06,23,25,30,000
2018-11-07T00:02:30.000,restless,20083128052,60,2018-11-07,00,02,30,000
